Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-04-16T00:00:00Z,503,1899-12-31T12:38:00Z,Monday,Queen and Connaught,Mechanical,9,18,W/B,4164
2018-04-16T00:00:00Z,510,1899-12-31T13:19:00Z,Monday,Willcocks,Investigation,20,24,N/B,4406
2018-04-16T00:00:00Z,501,1899-12-31T14:48:00Z,Monday,Queen and Waverley,Mechanical,5,10,W/B,4247
2018-04-16T00:00:00Z,504,1899-12-31T15:06:00Z,Monday,King/Parliament,Mechanical,5,10,E/B,4035
2018-04-16T00:00:00Z,509,1899-12-31T15:14:00Z,Monday,CNE loop,Late Leaving Garage,6,12,E/B,4405
2018-04-16T00:00:00Z,501,1899-12-31T15:29:00Z,Monday,Queen and Roncesvalles,Mechanical,5,10,E/B,4039
2018-04-16T00:00:00Z,506,1899-12-31T15:30:00Z,Monday,Gunns Loop to St Clair Yonge Stn,General Delay,10,12,B/W,NA
2018-04-16T00:00:00Z,504,1899-12-31T15:33:00Z,Monday,Broadview/Queen,Late Leaving Garage,2,5,W/B,4111
2018-04-16T00:00:00Z,506,1899-12-31T15:43:00Z,Monday,Danforth @ Victoria Park,Mechanical,4,8,E/B,8157
2018-04-16T00:00:00Z,501,1899-12-31T15:44:00Z,Monday,Queen and Windemere,Mechanical,8,13,E/B,4229
2018-04-16T00:00:00Z,501,1899-12-31T16:11:00Z,Monday,Neville Loop,Mechanical,5,10,W/B,4202
2018-04-16T00:00:00Z,514,1899-12-31T16:30:00Z,Monday,Bathurst/King,Mechanical,9,18,W/B,4408
2018-04-16T00:00:00Z,504,1899-12-31T16:42:00Z,Monday,Queensway/Roncesvalles,Investigation,5,10,E/B,4228
2018-04-16T00:00:00Z,501,1899-12-31T16:45:00Z,Monday,Queen and roncesvalles,Held By,20,25,E/B,4145
2018-04-16T00:00:00Z,512,1899-12-31T17:06:00Z,Monday,Oakwood Loop,Mechanical,4,8,W/B,4073
2018-04-16T00:00:00Z,512,1899-12-31T17:51:00Z,Monday,St Clair West Stn,Utilized Off Route,4,8,W/B,4177
2018-04-16T00:00:00Z,512,1899-12-31T17:56:00Z,Monday,St.Clair West  @ Bathurst,Investigation,3,6,E/B,4170
2018-04-16T00:00:00Z,501,1899-12-31T17:57:00Z,Monday,Queen and Connaught,Mechanical,5,10,W/B,4240
2018-04-16T00:00:00Z,506,1899-12-31T18:26:00Z,Monday,Main Stn.,Emergency Services,6,12,E/B,1394
2018-04-16T00:00:00Z,501,1899-12-31T18:49:00Z,Monday,Queen and Connaught,Mechanical,5,10,W/B,4197
2018-04-16T00:00:00Z,501,1899-12-31T19:47:00Z,Monday,Queen and broadview,Mechanical,5,10,W/B,4230
2018-04-16T00:00:00Z,501,1899-12-31T19:49:00Z,Monday,Queen and Connaught,Mechanical,5,10,E/B,4068
2018-04-16T00:00:00Z,506,1899-12-31T20:14:00Z,Monday,Dundas @ Howard Park,Mechanical,3,7,E/B,1020
2018-04-16T00:00:00Z,506,1899-12-31T20:59:00Z,Monday,Dundas @ Howard Park,Emergency Services,11,17,E/B,9230
2018-04-16T00:00:00Z,504,1899-12-31T21:16:00Z,Monday,Broadview Gerrard,Emergency Services,15,30,B/W,4421
2018-04-16T00:00:00Z,501,1899-12-31T22:06:00Z,Monday,Queen and carroll,Investigation,1,1,E/B,4247
2018-04-16T00:00:00Z,504,1899-12-31T22:08:00Z,Monday,King Charlotte,Investigation,7,14,W/B,4214
2018-04-16T00:00:00Z,501,1899-12-31T22:12:00Z,Monday,queen and connaught,Mechanical,4,8,W/B,4100
2018-04-17T00:00:00Z,506,1899-12-31T00:04:00Z,Tuesday,Coxwell @ Gerrard,Mechanical,7,14,W/B,1091
2018-04-17T00:00:00Z,304,1899-12-31T03:12:00Z,Tuesday,King and Church,Diversion,176,NA,B/W,4186
2018-04-17T00:00:00Z,501,1899-12-31T05:27:00Z,Tuesday,queen and River st,Emergency Services,39,45,W/B,4192
2018-04-17T00:00:00Z,504,1899-12-31T05:45:00Z,Tuesday,Queen and Broadview,Mechanical,6,12,W/B,4098
2018-04-17T00:00:00Z,501,1899-12-31T05:48:00Z,Tuesday,Queen and Connaught,Mechanical,3,11,W/B,4210
2018-04-17T00:00:00Z,501,1899-12-31T05:53:00Z,Tuesday,Queen and Connaught,Mechanical,5,10,E/B,4229
2018-04-17T00:00:00Z,504,1899-12-31T05:54:00Z,Tuesday,Queen at Broadview,Mechanical,4,8,W/B,4077
2018-04-17T00:00:00Z,504,1899-12-31T05:55:00Z,Tuesday,Leslie Barns,Late Leaving Garage,4,8,W/B,4469
2018-04-17T00:00:00Z,504,1899-12-31T06:06:00Z,Tuesday,Queen and Broadview,Mechanical,4,8,W/B,4100
2018-04-17T00:00:00Z,501,1899-12-31T06:08:00Z,Tuesday,Queen and Connaught,Mechanical,5,10,W/B,4190
2018-04-17T00:00:00Z,504,1899-12-31T06:17:00Z,Tuesday,Broadview and Queen,Mechanical,4,8,W/B,4123
2018-04-17T00:00:00Z,504,1899-12-31T06:27:00Z,Tuesday,Dundas West Stn,Mechanical,4,8,E/B,4441
2018-04-17T00:00:00Z,501,1899-12-31T06:59:00Z,Tuesday,Queen and Connaught,Mechanical,5,10,E/B,4165
2018-04-17T00:00:00Z,504,1899-12-31T07:41:00Z,Tuesday,Broadview and Queen,Mechanical,4,8,W/B,4075
2018-04-17T00:00:00Z,511,1899-12-31T08:36:00Z,Tuesday,Dundas at Dufferin,Mechanical,4,8,W/B,7837
2018-04-17T00:00:00Z,512,1899-12-31T08:54:00Z,Tuesday,Christie and St Clair,Mechanical,3,6,E/B,4080
2018-04-17T00:00:00Z,501,1899-12-31T08:57:00Z,Tuesday,Humber loop,Mechanical,6,12,E/B,4232
2018-04-17T00:00:00Z,504,1899-12-31T11:49:00Z,Tuesday,King & Spadina,Investigation,7,12,W/B,4176
2018-04-17T00:00:00Z,514,1899-12-31T11:50:00Z,Tuesday,King & York,Diversion,10,20,W/B,4433
2018-04-17T00:00:00Z,503,1899-12-31T11:50:00Z,Tuesday,King & York,Diversion,9,18,W/B,4081
2018-04-17T00:00:00Z,501,1899-12-31T12:06:00Z,Tuesday,Queensway and Ellis,Emergency Services,6,12,E/B,7957
2018-04-17T00:00:00Z,501,1899-12-31T12:37:00Z,Tuesday,Queen and Coxwell,Mechanical,5,10,W/B,4228
2018-04-17T00:00:00Z,511,1899-12-31T13:00:00Z,Tuesday,Bathurst Station,General Delay,5,10,S/B,NA
2018-04-17T00:00:00Z,506,1899-12-31T13:36:00Z,Tuesday,High park Stn.,Mechanical,3,6,W/B,1418
2018-04-17T00:00:00Z,505,1899-12-31T13:48:00Z,Tuesday,Broadview Stn,Mechanical,5,10,W/B,7813
2018-04-17T00:00:00Z,506,1899-12-31T14:04:00Z,Tuesday,Beverley and College,Mechanical,3,6,E/B,1074
2018-04-17T00:00:00Z,511,1899-12-31T14:59:00Z,Tuesday,CNE Loop,Mechanical,7,14,W/B,4101
2018-04-17T00:00:00Z,511,1899-12-31T15:41:00Z,Tuesday,Bathurst and Front,Mechanical,9,15,S/B,4143
2018-04-17T00:00:00Z,504,1899-12-31T15:50:00Z,Tuesday,Russell Yard,Mechanical,4,9,N/B,4104
2018-04-17T00:00:00Z,506,1899-12-31T16:07:00Z,Tuesday,Warden and Danforth,Late Leaving Garage,4,8,W/B,7833
2018-04-17T00:00:00Z,504,1899-12-31T16:20:00Z,Tuesday,King & Church,Diversion,110,115,B/W,4077
2018-04-17T00:00:00Z,511,1899-12-31T16:35:00Z,Tuesday,Russel Yard,Late Leaving Garage,6,12,W/B,4041
2018-04-17T00:00:00Z,505,1899-12-31T16:42:00Z,Tuesday,Dundas West STN,Investigation,1,1,E/B,1351
2018-04-17T00:00:00Z,505,1899-12-31T16:49:00Z,Tuesday,Broadview STN,Mechanical,6,12,W/B,8376
2018-04-17T00:00:00Z,512,1899-12-31T17:10:00Z,Tuesday,St.Clair Station,Investigation,7,11,E/B,4432
2018-04-17T00:00:00Z,501,1899-12-31T17:15:00Z,Tuesday,Long Branch Loop,Mechanical,6,12,E/B,8032
2018-04-17T00:00:00Z,510,1899-12-31T17:31:00Z,Tuesday,Spadina/Lakeshore,Held By,16,22,N/B,4417
2018-04-17T00:00:00Z,506,1899-12-31T18:03:00Z,Tuesday,Gerrard @ Golfview,Investigation,4,8,E/B,7737
2018-04-17T00:00:00Z,501,1899-12-31T18:38:00Z,Tuesday,Queen and Roncevalles,Mechanical,5,10,W/B,4247
2018-04-17T00:00:00Z,501,1899-12-31T19:45:00Z,Tuesday,Queen and Connaught,Mechanical,5,10,E/B,4145
2018-04-17T00:00:00Z,506,1899-12-31T20:27:00Z,Tuesday,wb Coxwell @ Gerrard,Investigation,4,8,W/B,8121
2018-04-17T00:00:00Z,512,1899-12-31T21:41:00Z,Tuesday,Yonge and St.Clair,Mechanical,6,12,W/B,1051
2018-04-17T00:00:00Z,501,1899-12-31T21:44:00Z,Tuesday,Queen and church,Utilized Off Route,4,8,E/B,4200
2018-04-17T00:00:00Z,501,1899-12-31T21:55:00Z,Tuesday,Queen and university,Investigation,19,23,W/B,4214
2018-04-17T00:00:00Z,501,1899-12-31T22:00:00Z,Tuesday,Queensway and ellis,Mechanical,8,16,W/B,7975
2018-04-17T00:00:00Z,506,1899-12-31T22:41:00Z,Tuesday,Gerrard and River,Investigation,8,16,W/B,7782
2018-04-18T00:00:00Z,504,1899-12-31T01:41:00Z,Wednesday,King & University,Mechanical,8,16,E/B,4021
2018-04-18T00:00:00Z,301,1899-12-31T02:32:00Z,Wednesday,Queensway and windermere,Utilized Off Route,12,24,E/B,8043
2018-04-18T00:00:00Z,301,1899-12-31T02:59:00Z,Wednesday,Queen and Kingston road loop,Investigation,1,1,E/B,4237
2018-04-18T00:00:00Z,501,1899-12-31T04:42:00Z,Wednesday,Queen and Connaught,Mechanical,5,10,W/B,4202
2018-04-18T00:00:00Z,501,1899-12-31T04:56:00Z,Wednesday,Queen and Connaught,Mechanical,5,10,W/B,4126
2018-04-18T00:00:00Z,501,1899-12-31T05:36:00Z,Wednesday,Queen and Roncesvalles,Mechanical,6,12,E/B,4126
2018-04-18T00:00:00Z,505,1899-12-31T05:38:00Z,Wednesday,Dundas at Broadview,Mechanical,4,8,W/B,8301
2018-04-18T00:00:00Z,504,1899-12-31T05:51:00Z,Wednesday,Leslie Barns,Late Leaving Garage,4,8,W/B,4430
2018-04-18T00:00:00Z,504,1899-12-31T06:01:00Z,Wednesday,Queen and Broadview.,Mechanical,4,8,W/B,4071
2018-04-18T00:00:00Z,511,1899-12-31T06:12:00Z,Wednesday,King and Bathurst,Mechanical,5,10,W/B,4193
2018-04-18T00:00:00Z,511,1899-12-31T06:14:00Z,Wednesday,Bathurst Station,Mechanical,5,9,S/B,NA
2018-04-18T00:00:00Z,501,1899-12-31T06:16:00Z,Wednesday,Queen and Connaught,Mechanical,5,10,W/B,4086
2018-04-18T00:00:00Z,503,1899-12-31T06:30:00Z,Wednesday,Queen and Kingston Rd.,Mechanical,12,24,E/B,4014
2018-04-18T00:00:00Z,504,1899-12-31T06:32:00Z,Wednesday,Broadview and Queen,Mechanical,4,8,W/B,4215
2018-04-18T00:00:00Z,511,1899-12-31T06:43:00Z,Wednesday,Queen and Bathurst,Mechanical,5,10,W/B,4074
2018-04-18T00:00:00Z,505,1899-12-31T06:50:00Z,Wednesday,Dundas at Sherbourne,Investigation,4,8,W/B,8330
2018-04-18T00:00:00Z,511,1899-12-31T06:57:00Z,Wednesday,Exhibition Loop,Mechanical,5,10,N/B,4035
2018-04-18T00:00:00Z,501,1899-12-31T07:07:00Z,Wednesday,Russel Yard,Mechanical,6,12,B/W,0
2018-04-18T00:00:00Z,501,1899-12-31T07:10:00Z,Wednesday,Queen and Roncesvalles,Mechanical,56,12,E/B,4225
2018-04-18T00:00:00Z,511,1899-12-31T07:47:00Z,Wednesday,Exhibition Loop,Utilized Off Route,5,10,N/B,4066
2018-04-18T00:00:00Z,501,1899-12-31T08:27:00Z,Wednesday,Queen and Roncesvalles,Mechanical,6,12,E/B,4030
2018-04-18T00:00:00Z,505,1899-12-31T08:40:00Z,Wednesday,Dundas At University,General Delay,4,8,W/B,9218
2018-04-18T00:00:00Z,805,1899-12-31T10:37:00Z,Wednesday,Neville Park loop,Mechanical,8,16,W/B,8630
2018-04-18T00:00:00Z,505,1899-12-31T10:55:00Z,Wednesday,Broadview Station,Emergency Services,4,8,S/B,8368
2018-04-18T00:00:00Z,504,1899-12-31T10:57:00Z,Wednesday,Broadview and Danforth,Held By,9,14,S/B,4428
2018-04-18T00:00:00Z,514,1899-12-31T11:02:00Z,Wednesday,King and Bathurst,Utilized Off Route,10,20,W/B,4461
2018-04-18T00:00:00Z,504,1899-12-31T11:48:00Z,Wednesday,King & Beatty,Held By,35,40,B/W,4436
2018-04-18T00:00:00Z,505,1899-12-31T12:21:00Z,Wednesday,Broadview Station,Mechanical,4,8,S/B,1791
2018-04-18T00:00:00Z,504,1899-12-31T14:07:00Z,Wednesday,King / Yonge,Mechanical,4,9,W/B,4465
2018-04-18T00:00:00Z,501,1899-12-31T14:43:00Z,Wednesday,Longbranch Loop,Mechanical,7,15,NA,7977
2018-04-18T00:00:00Z,501,1899-12-31T14:44:00Z,Wednesday,Lakeshore and Hillside,Mechanical,8,15,W/B,7952
2018-04-18T00:00:00Z,501,1899-12-31T15:06:00Z,Wednesday,Queen and Broadview,Mechanical,5,9,W/B,4051
2018-04-18T00:00:00Z,504,1899-12-31T15:15:00Z,Wednesday,Russell Yard,Mechanical,2,5,W/B,4202
2018-04-18T00:00:00Z,502,1899-12-31T15:28:00Z,Wednesday,Warden and Danforth,Mechanical,12,24,S/B,7800
2018-04-18T00:00:00Z,512,1899-12-31T15:45:00Z,Wednesday,St.Clair and Dufferin,Mechanical,22,26,W/B,4001
2018-04-18T00:00:00Z,501,1899-12-31T15:50:00Z,Wednesday,Queen and Broadview,Investigation,5,9,W/B,4148
2018-04-18T00:00:00Z,512,1899-12-31T15:56:00Z,Wednesday,Bathurst and St.Clair,Mechanical,34,38,W/B,4021
2018-04-18T00:00:00Z,504,1899-12-31T16:05:00Z,Wednesday,Roncesvalles / Boustead,Investigation,6,11,S/B,4430
2018-04-18T00:00:00Z,506,1899-12-31T16:19:00Z,Wednesday,Bircmount Garage,Late Leaving Garage,4,8,E/B,8161
2018-04-18T00:00:00Z,504,1899-12-31T16:28:00Z,Wednesday,King / Parliament,General Delay,10,15,E/B,4465
2018-04-18T00:00:00Z,501,1899-12-31T16:54:00Z,Wednesday,Humber Loop,Mechanical,5,10,NA,4203
2018-04-18T00:00:00Z,506,1899-12-31T17:16:00Z,Wednesday,eb Gerrard @ Jones,Investigation,4,8,E/B,7883
2018-04-18T00:00:00Z,512,1899-12-31T17:21:00Z,Wednesday,Lansdowne Loop,Mechanical,1,1,W/B,4001
2018-04-18T00:00:00Z,506,1899-12-31T19:38:00Z,Wednesday,Keel and Howard Park,Mechanical,4,8,E/B,9202
2018-04-18T00:00:00Z,501,1899-12-31T20:30:00Z,Wednesday,Queensway and Windermere,Mechanical,8,16,N/B,8071
2018-04-18T00:00:00Z,506,1899-12-31T21:48:00Z,Wednesday,High Park Stn.,Mechanical,4,8,W/B,1094
2018-04-18T00:00:00Z,505,1899-12-31T22:01:00Z,Wednesday,Dundas west station,Utilized Off Route,6,12,B/W,1796
2018-04-18T00:00:00Z,512,1899-12-31T22:15:00Z,Wednesday,St.Clair Stn.,Late Leaving Garage,6,12,W/B,NA
2018-04-18T00:00:00Z,512,1899-12-31T22:21:00Z,Wednesday,St.Clair Stn.,Late Leaving Garage,6,12,W/B,NA
2018-04-18T00:00:00Z,512,1899-12-31T22:21:00Z,Wednesday,St.Clair Stn.,Late Leaving Garage,6,12,W/B,8878
2018-04-18T00:00:00Z,512,1899-12-31T22:27:00Z,Wednesday,St.Clair Stn.,Late Leaving Garage,6,12,W/B,1009
2018-04-18T00:00:00Z,504,1899-12-31T22:30:00Z,Wednesday,King & John,General Delay,7,14,NA,NA
2018-04-18T00:00:00Z,504,1899-12-31T22:35:00Z,Wednesday,King & Simcoe,General Delay,7,14,W/B,4460
2018-04-19T00:00:00Z,301,1899-12-31T02:32:00Z,Thursday,Queensway and windermere,Utilized Off Route,12,24,W/B,7937
2018-04-19T00:00:00Z,509,1899-12-31T05:31:00Z,Thursday,Leslie Barns,Late Leaving Garage,6,12,W/B,4415
2018-04-19T00:00:00Z,504,1899-12-31T05:43:00Z,Thursday,Queen and Broadview,Mechanical,4,8,W/B,4004
2018-04-19T00:00:00Z,504,1899-12-31T05:56:00Z,Thursday,Broadview and Queen,Mechanical,4,8,W/B,4152
2018-04-19T00:00:00Z,504,1899-12-31T06:06:00Z,Thursday,Queen and Broadview,Mechanical,4,8,W/B,4075
2018-04-19T00:00:00Z,512,1899-12-31T07:25:00Z,Thursday,St. Clair and Bathurst,Mechanical,2,4,W/B,4145
2018-04-19T00:00:00Z,501,1899-12-31T07:36:00Z,Thursday,Humber Loop,Mechanical,6,12,E/B,4053
2018-04-19T00:00:00Z,504,1899-12-31T08:54:00Z,Thursday,King & Brant,Mechanical,4,6,W/B,4035
2018-04-19T00:00:00Z,505,1899-12-31T08:57:00Z,Thursday,Dundas at Yonge,Investigation,4,8,W/B,7756
2018-04-19T00:00:00Z,504,1899-12-31T09:16:00Z,Thursday,Roncesvalles & Queen,Investigation,3,8,S/B,4456
2018-04-19T00:00:00Z,506,1899-12-31T09:29:00Z,Thursday,Norwood and Gerrard,Mechanical,3,6,W/B,7766
2018-04-19T00:00:00Z,505,1899-12-31T10:28:00Z,Thursday,Broadview Station,Mechanical,4,8,W/B,8186
2018-04-19T00:00:00Z,504,1899-12-31T12:58:00Z,Thursday,King & York,Held By,7,14,W/B,4405
2018-04-19T00:00:00Z,504,1899-12-31T13:57:00Z,Thursday,King / Bay,Mechanical,13,17,W/B,4424
2018-04-19T00:00:00Z,512,1899-12-31T14:25:00Z,Thursday,Bathurst and St.clair,Mechanical,4,8,W/B,4177
2018-04-19T00:00:00Z,505,1899-12-31T14:40:00Z,Thursday,Ontario Street,Investigation,5,10,W/B,8194
2018-04-19T00:00:00Z,512,1899-12-31T14:44:00Z,Thursday,Bathurst and St.Clair,Mechanical,4,8,W/B,4182
2018-04-19T00:00:00Z,505,1899-12-31T15:30:00Z,Thursday,Broadview Station,Mechanical,5,10,W/B,7770
2018-04-19T00:00:00Z,501,1899-12-31T15:40:00Z,Thursday,Queen and Kingston Rd.,Mechanical,1,1,W/B,8736
2018-04-19T00:00:00Z,805,1899-12-31T15:49:00Z,Thursday,Russell Yard,Late Leaving Garage,1,1,W/B,4014
2018-04-19T00:00:00Z,506,1899-12-31T15:59:00Z,Thursday,Lansdowne and College,Mechanical,4,8,W/B,9230
2018-04-19T00:00:00Z,504,1899-12-31T15:59:00Z,Thursday,Triller / King,Held By,6,10,W/B,4463
2018-04-19T00:00:00Z,506,1899-12-31T16:15:00Z,Thursday,High Park Stn.,Mechanical,4,8,W/B,1002
2018-04-19T00:00:00Z,504,1899-12-31T16:36:00Z,Thursday,Dundas West to Dufferin,General Delay,20,5,B/W,4463
2018-04-19T00:00:00Z,501,1899-12-31T17:06:00Z,Thursday,Queen between Roncy and Dufferin both ways,General Delay,1,1,NA,NA
2018-04-19T00:00:00Z,512,1899-12-31T17:26:00Z,Thursday,St.Clair and Young,Emergency Services,8,12,E/B,4425
2018-04-19T00:00:00Z,506,1899-12-31T17:43:00Z,Thursday,College and Parliament,Mechanical,4,8,W/B,8125
2018-04-19T00:00:00Z,506,1899-12-31T17:55:00Z,Thursday,High Park Stn,Mechanical,4,8,W/B,1107
2018-04-19T00:00:00Z,504,1899-12-31T18:04:00Z,Thursday,Bathurst,Mechanical,2,5,W/B,4104
2018-04-19T00:00:00Z,510,1899-12-31T19:07:00Z,Thursday,king/spadina,Mechanical,4,8,S/B,4441
2018-04-19T00:00:00Z,510,1899-12-31T21:14:00Z,Thursday,spadina/lakeshore,Held By,43,50,N/B,4468
2018-04-19T00:00:00Z,506,1899-12-31T21:20:00Z,Thursday,College and Spadina,Utilized Off Route,6,12,W/B,7760
2018-04-19T00:00:00Z,512,1899-12-31T21:58:00Z,Thursday,St.Clair Stn.,Mechanical,6,12,W/B,1211
2018-04-19T00:00:00Z,512,1899-12-31T22:22:00Z,Thursday,St.Clair Stn.,Mechanical,6,12,W/B,8369
2018-04-19T00:00:00Z,512,1899-12-31T22:50:00Z,Thursday,St.Clair Stn.,Mechanical,6,12,W/B,8714
2018-04-19T00:00:00Z,506,1899-12-31T22:59:00Z,Thursday,High Park Stn.,Mechanical,7,14,W/B,1263
2018-04-19T00:00:00Z,504,1899-12-31T23:10:00Z,Thursday,King & Yonge,General Delay,7,14,W/B,NA
2018-04-20T00:00:00Z,512,1899-12-31T01:06:00Z,Friday,St.clair and tweedsmuir,Mechanical,6,12,E/B,8714
2018-04-20T00:00:00Z,28,1899-12-31T01:09:00Z,Friday,College & Dovercourt,Mechanical,8,16,E/B,1409
2018-04-20T00:00:00Z,511,1899-12-31T06:11:00Z,Friday,King And Bathurst,Mechanical,5,10,W/B,4085
2018-04-20T00:00:00Z,504,1899-12-31T06:34:00Z,Friday,Leslie Barns,Late Leaving Garage,4,8,W/B,4458
2018-04-20T00:00:00Z,514,1899-12-31T06:39:00Z,Friday,Leslie Barns,Late Leaving Garage,8,16,W/B,4424
2018-04-20T00:00:00Z,514,1899-12-31T06:46:00Z,Friday,Leslie Barns,Late Leaving Garage,8,16,W/B,4411
2018-04-20T00:00:00Z,501,1899-12-31T06:56:00Z,Friday,Queen and Abell,Mechanical,6,12,E/B,4086
2018-04-20T00:00:00Z,510,1899-12-31T06:58:00Z,Friday,Leslie Barns,Late Leaving Garage,4,8,W/B,4434
2018-04-20T00:00:00Z,511,1899-12-31T07:48:00Z,Friday,Bathurst & Dundas,Investigation,15,22,S/B,4189
2018-04-20T00:00:00Z,511,1899-12-31T08:02:00Z,Friday,Spadina & King,Investigation,7,14,S/B,4091
2018-04-20T00:00:00Z,510,1899-12-31T08:02:00Z,Friday,Spadina & King,Held By,57,61,B/W,4462
2018-04-20T00:00:00Z,514,1899-12-31T08:02:00Z,Friday,King and Spadina,Held By,15,23,W/B,4419
2018-04-20T00:00:00Z,504,1899-12-31T08:02:00Z,Friday,King and Spadina,Held By,15,19,W/B,4027
2018-04-20T00:00:00Z,503,1899-12-31T08:05:00Z,Friday,King & Church,Diversion,85,93,W/B,4177
2018-04-20T00:00:00Z,504,1899-12-31T08:44:00Z,Friday,King & Spadina,Utilized Off Route,4,8,W/B,4120
2018-04-20T00:00:00Z,501,1899-12-31T08:46:00Z,Friday,Queen and Wineva,Mechanical,6,12,W/B,4110
2018-04-20T00:00:00Z,511,1899-12-31T08:57:00Z,Friday,Bathurst at Fleet,Held By,7,14,S/B,4074
2018-04-20T00:00:00Z,503,1899-12-31T09:35:00Z,Friday,Queen & Greenwood,Mechanical,12,24,E/B,4169
2018-04-20T00:00:00Z,505,1899-12-31T09:35:00Z,Friday,Broadview Station,Mechanical,4,8,W/B,7715
2018-04-20T00:00:00Z,501,1899-12-31T10:43:00Z,Friday,Queen and Bay st,Held By,16,22,B/W,4140
2018-04-20T00:00:00Z,501,1899-12-31T11:14:00Z,Friday,Queen and John st,Investigation,6,12,W/B,4202
2018-04-20T00:00:00Z,505,1899-12-31T11:17:00Z,Friday,Dundas Route,General Delay,4,8,W/B,1373
2018-04-20T00:00:00Z,514,1899-12-31T12:09:00Z,Friday,King and Charlotte,Held By,5,15,W/B,4407
2018-04-20T00:00:00Z,705,1899-12-31T12:09:00Z,Friday,King & Peter,Held By,5,10,W/B,4145
2018-04-20T00:00:00Z,504,1899-12-31T12:09:00Z,Friday,King and Charlotte,Held By,5,10,W/B,4111
2018-04-20T00:00:00Z,501,1899-12-31T12:13:00Z,Friday,Neville Park Loop,Held By,12,18,W/B,4080
2018-04-20T00:00:00Z,501,1899-12-31T12:29:00Z,Friday,Queen and Connaught,Mechanical,12,18,W/B,4080
2018-04-20T00:00:00Z,504,1899-12-31T13:10:00Z,Friday,Broadview / Dundas,Mechanical,5,9,S/B,4422
2018-04-20T00:00:00Z,506,1899-12-31T14:51:00Z,Friday,High Park Stn,Investigation,4,8,E/B,1357
2018-04-20T00:00:00Z,501,1899-12-31T14:58:00Z,Friday,Queen @ Victoria,Investigation,5,9,E/B,4150
2018-04-20T00:00:00Z,506,1899-12-31T15:09:00Z,Friday,Upper Gerrard @ Norwood,Mechanical,4,8,W/B,1361
2018-04-20T00:00:00Z,506,1899-12-31T15:21:00Z,Friday,Bloor and Keele,Mechanical,4,8,E/B,1415
2018-04-20T00:00:00Z,506,1899-12-31T15:36:00Z,Friday,Birchmount Garage,Late Leaving Garage,4,8,W/B,8116
2018-04-20T00:00:00Z,505,1899-12-31T15:44:00Z,Friday,dundas/church,Investigation,4,8,W/B,1374
2018-04-20T00:00:00Z,505,1899-12-31T16:06:00Z,Friday,Broadview stn,Mechanical,5,10,E/B,8958
2018-04-20T00:00:00Z,503,1899-12-31T16:14:00Z,Friday,Kingston/Elmer,Mechanical,32,41,E/B,4115
2018-04-20T00:00:00Z,501,1899-12-31T16:49:00Z,Friday,Humber Loop to Neville Park,General Delay,1,1,NA,NA
2018-04-20T00:00:00Z,506,1899-12-31T17:14:00Z,Friday,Main Stn,Mechanical,4,8,W/B,9216
2018-04-20T00:00:00Z,504,1899-12-31T17:37:00Z,Friday,King/Queen,Held By,40,44,E/B,4132
2018-04-20T00:00:00Z,503,1899-12-31T17:40:00Z,Friday,King/Queen,Held By,37,46,E/B,4193
2018-04-20T00:00:00Z,501,1899-12-31T17:43:00Z,Friday,Queen and King,Mechanical,34,39,E/B,4023
2018-04-20T00:00:00Z,504,1899-12-31T17:49:00Z,Friday,Roncesvalles/Garden,Mechanical,10,15,W/B,4460
2018-04-20T00:00:00Z,502,1899-12-31T17:54:00Z,Friday,Bingham Loop,Mechanical,10,20,W/B,7858
2018-04-20T00:00:00Z,506,1899-12-31T18:11:00Z,Friday,Main Stn,Utilized Off Route,4,8,W/B,1553
2018-04-20T00:00:00Z,506,1899-12-31T18:23:00Z,Friday,Carlton @ Parliament,Utilized Off Route,4,8,E/B,1387
2018-04-20T00:00:00Z,501,1899-12-31T18:56:00Z,Friday,Queen and John,Emergency Services,5,10,E/B,4202
2018-04-20T00:00:00Z,504,1899-12-31T19:04:00Z,Friday,Broadview Stn,Mechanical,4,9,S/B,4429
2018-04-20T00:00:00Z,501,1899-12-31T19:36:00Z,Friday,Queen and Niagara,Mechanical,5,10,E/B,4050
2018-04-20T00:00:00Z,506,1899-12-31T19:38:00Z,Friday,Major and College,Mechanical,3,6,W/B,7731
2018-04-20T00:00:00Z,501,1899-12-31T19:50:00Z,Friday,Queen and Broadview,Held By,5,10,W/B,4225
2018-04-20T00:00:00Z,505,1899-12-31T20:31:00Z,Friday,Broadview/Gerrard,Investigation,5,10,E/B,8309
2018-04-20T00:00:00Z,504,1899-12-31T23:08:00Z,Friday,King & Spadina,General Delay,7,14,B/W,NA
2018-04-21T00:00:00Z,504,1899-12-31T04:53:00Z,Saturday,King/Parliament,Held By,26,36,W/B,4154
2018-04-21T00:00:00Z,510,1899-12-31T04:56:00Z,Saturday,Parliament,Mechanical,24,25,W/B,4402
2018-04-21T00:00:00Z,501,1899-12-31T05:10:00Z,Saturday,Queen and Connaught,Mechanical,6,12,E/B,4214
2018-04-21T00:00:00Z,501,1899-12-31T05:29:00Z,Saturday,Queen and Connaught,Mechanical,4,8,E/B,4229
2018-04-21T00:00:00Z,504,1899-12-31T08:33:00Z,Saturday,Queen/Broadview,Diversion,12,22,E/B,4416
